gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Body Weight
pvalue,0.1086492
analysis_id,96t08x18q3c48le
parameter_id,M-G-P_020_001_001
