mouse_life_stage,E9.5
analysis_id,203ca3992m21v2a
gene_accession_id,MGI:97838
parameter_id,IMPC_OFD_022_001
pvalue,0.07399785
parameter_name,Percentage center time
mouse_strain,C57BL
gene_symbol,Eprs1
