gene_symbol,Cdkn2a
pvalue,0.6730734
mouse_life_stage,Early adult
analysis_id,hq9o8rx39z55596
gene_accession_id,MGI:104738
parameter_id,IMPC_IPG_011_001
parameter_name,Initial response to glucose challenge
mouse_strain,C57BL
