parameter_id,MGP_MLN_010_001
mouse_life_stage,Late adult
pvalue,0.8439468
gene_accession_id,MGI:1345282
analysis_id,4rr04dqvsp2515p
gene_symbol,Slc30a4
parameter_name,Resting Treg cells - % of Treg
mouse_strain,C57BL
