parameter_id,HRWLLA_OFD_011_001
parameter_name,Periphery resting time
gene_symbol,Bmp7
gene_accession_id,MGI:103302
mouse_life_stage,Early adult
pvalue,0.2482792
analysis_id,4h11u6m7w1y52xo
mouse_strain,C57BL
