parameter_id,IMPC_CBC_005_001
parameter_name,Creatinine
analysis_id,8s39ptrcu2o41d0
gene_accession_id,MGI:1346344
mouse_strain,B6J
pvalue,0.9871499
mouse_life_stage,Early adult
gene_symbol,Nr0b2
