gene_symbol,Tiprl
parameter_id,MGP_MLN_009_001
mouse_life_stage,E12.5
gene_accession_id,MGI:1915087
analysis_id,1kx1z4g7b9z5ph1
mouse_strain,C57BL
parameter_name,Effector Treg cells - % of Treg
pvalue,0.2150912
