gene_symbol,Secisbp2l
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.06486179
gene_accession_id,MGI:1917604
parameter_name,Eosinophil number
parameter_id,MGP_PBI_040_001
analysis_id,o24n517cs24wo04
