parameter_name,Lean/Body weight
analysis_id,2s9ua9h818b7713
pvalue,0.6604637
parameter_id,ESLIM_005_001_702
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Mms22l
gene_accession_id,MGI:2684980
