parameter_id,IMPC_ACS_006_001
gene_symbol,Tatdn3
pvalue,0.05396795
mouse_life_stage,Early adult
parameter_name,Response amplitude - S
mouse_strain,C57BL
analysis_id,31782k0vy451yn2
gene_accession_id,MGI:1916222
