mouse_life_stage,Early adult
parameter_name,UIBC (unsaturated iron binding capacity)
pvalue,0.8734501
parameter_id,IMPC_CBC_024_001
gene_accession_id,MGI:1913483
gene_symbol,Dmap1
analysis_id,g4rtzc199wb1td7
mouse_strain,C57BL
