parameter_id,IMPC_ABR_002_001
parameter_name,Click-evoked ABR threshold
analysis_id,813c6x2mi67yg5q
pvalue,1.009745e-06
mouse_life_stage,Early adult
gene_symbol,Duoxa2
gene_accession_id,MGI:1914061
mouse_strain,C57BL
