gene_symbol,Abo
mouse_life_stage,Early adult
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
pvalue,0.4352052
parameter_id,MGP_IMM_028_001
analysis_id,097av9202t7npe7
gene_accession_id,MGI:2135738
mouse_strain,C57BL
