gene_symbol,Galnt13
mouse_strain,C57BL
analysis_id,p14pnlma87xo7vz
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
mouse_life_stage,Middle aged adult
pvalue,0.460833
parameter_id,MGP_IMM_026_001
gene_accession_id,MGI:2139447
