parameter_id,IMPC_GEL_027_001
pvalue,0.8924283
gene_accession_id,MGI:1345282
mouse_strain,C57BL
gene_symbol,Slc30a4
analysis_id,b7lx43lep0f59h6
parameter_name,Neural tube closure
mouse_life_stage,Middle aged adult
