gene_symbol,Ubxn4
mouse_life_stage,Late adult
pvalue,0.8213668
gene_accession_id,MGI:1915062
mouse_strain,C57BL
parameter_id,ESLIM_011_001_002
parameter_name,PP1 startle magnitude
analysis_id,03996x1autn3wo4
