parameter_id,IMPC_CBC_004_001
gene_accession_id,MGI:3650254
analysis_id,5x7x81n37k079lq
mouse_strain,C57BL
gene_symbol,Zfp683
mouse_life_stage,Early adult
parameter_name,Urea (Blood Urea Nitrogen - BUN)
pvalue,0.7380546
