parameter_id,M-G-P_012_001_005
mouse_life_stage,E9.5
gene_symbol,Cdin1
analysis_id,u32w9r0q5i5j6hq
pvalue,0.4067757
parameter_name,Body Weight
mouse_strain,C57BL
gene_accession_id,MGI:3026886
