gene_symbol,Galnt13
gene_accession_id,MGI:2139447
mouse_life_stage,Late adult
analysis_id,27w49835c26tvcs
parameter_id,IMPC_ECH_018_001
parameter_name,Respiration Rate
pvalue,0.9726234
mouse_strain,C57BL
