parameter_id,IMPC_CBC_024_001
gene_accession_id,MGI:1919137
parameter_name,UIBC (unsaturated iron binding capacity)
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,qwpkuxal7o55hv2
pvalue,0.9663598
gene_symbol,Ppm1j
