parameter_id,IMPC_GEL_011_001
gene_symbol,Ivd
parameter_name,Embryo turning
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,u89y4f8932f400a
pvalue,0.6898021
gene_accession_id,MGI:1929242
