parameter_id,MGP_MLN_006_001
mouse_strain,C57BL
gene_symbol,Npbwr1
analysis_id,9h9ouv631282f3q
pvalue,0.9791818
mouse_life_stage,Early adult
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:891989
