gene_symbol,Plcb1
mouse_life_stage,Late adult
parameter_id,M-G-P_007_001_011
pvalue,0.4570372
mouse_strain,C57BL
parameter_name,center - resting time
gene_accession_id,MGI:97613
analysis_id,mm981u4r46v6io4
