parameter_id,M-G-P_014_001_009
parameter_name,lens
pvalue,0.5501419
gene_accession_id,MGI:1915848
mouse_strain,C57BL
analysis_id,0zqm0q0161nt2f9
mouse_life_stage,Early adult
gene_symbol,Dnajc8
