gene_symbol,Dnaaf9
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_057_001
gene_accession_id,MGI:1923029
pvalue,0.9988505
analysis_id,59inx830964z8z3
mouse_strain,C57BL
parameter_name,Heart looping
