parameter_id,IMPC_ECG_005_001
analysis_id,w6ql0ykez8phshx
pvalue,0.7473996
gene_accession_id,MGI:1917810
parameter_name,PQ
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_symbol,Wars2
