parameter_id,IMPC_EYE_092_001
mouse_strain,C57BL
gene_symbol,Bmp7
gene_accession_id,MGI:103302
mouse_life_stage,Early adult
analysis_id,14716x1m7hue225
pvalue,0.4969808
parameter_name,Retina (combined)
