parameter_id,MGP_MLN_001_001
mouse_strain,C57BL
gene_accession_id,MGI:1914071
parameter_name,Total T cells - % of CD45+
pvalue,0.1383099
gene_symbol,Bcs1l
analysis_id,0x8go1a279y092d
mouse_life_stage,E12.5
