parameter_name,Lean/Body weight
mouse_strain,C57BL
parameter_id,JAXLA_DXA_008_001
pvalue,0.9259556
gene_accession_id,MGI:1914836
analysis_id,27x5409e133jg87
mouse_life_stage,Early adult
gene_symbol,Ubxn11
