gene_symbol,Ahcy
gene_accession_id,MGI:87968
analysis_id,524vfwas90q51w0
mouse_strain,C57BL
parameter_id,M-G-P_014_001_001
mouse_life_stage,E9.5
pvalue,0.2234304
parameter_name,Eye
