pvalue,0.8742607
parameter_name,KLRG1+ Treg cells - % of Treg
parameter_id,MGP_MLN_011_001
mouse_strain,C54BL
gene_accession_id,MGI:1924360
analysis_id,m715mej60etyh21
mouse_life_stage,Early adult
gene_symbol,Gpbp1l1
