parameter_id,M-G-P_016_001_006
analysis_id,1987743k4mm18ub
gene_accession_id,MGI:96757
gene_symbol,Lcn2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Mean-corpuscular-haemoglobin
pvalue,0.925551
