parameter_id,IMPC_GEO_011_001
analysis_id,9rh9j78h7tk41ly
parameter_name,Blood Vessel Morphology
gene_accession_id,MGI:3045306
mouse_life_stage,Early adult
gene_symbol,Exd1
mouse_strain,C57BL
pvalue,0.7592337
