gene_symbol,Cds2
pvalue,0.9573925
analysis_id,v023jm6d62n2536
mouse_life_stage,Early adult
mouse_strain,129SV
gene_accession_id,MGI:1332236
parameter_name,DN CD44+CD62L+ NKT cells
parameter_id,IMPC_IMM_047_001
