mouse_life_stage,E12.5
parameter_name,Head coat/hair presence
gene_accession_id,MGI:1917810
gene_symbol,Wars2
parameter_id,MGP_CSD_015_001
pvalue,0.4838833
mouse_strain,C57BL
analysis_id,2359qo8ux6h97t9
