gene_symbol,Mecom
mouse_strain,C57BL
analysis_id,exr6i7wni2kp993
pvalue,0.2886069
parameter_id,ESLIM_007_001_009
gene_accession_id,MGI:95457
mouse_life_stage,E12.5
parameter_name,Periphery average speed
