parameter_name,Periphery distance travelled
pvalue,0.630454
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,JAX_OFD_010_001
gene_symbol,Zmynd8
analysis_id,qv23u8rga78qp5k
