gene_symbol,Nanp
parameter_id,JAX_OFD_017_001
pvalue,0.1520201
parameter_name,Center average speed
analysis_id,f2od3k39130556e
mouse_life_stage,Early adult
gene_accession_id,MGI:1914561
mouse_strain,C57BL
