gene_symbol,Mapkap1
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
analysis_id,m5803501t2q8d15
pvalue,0.7456907
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
parameter_id,IMPC_FEA_106_001
