parameter_id,IMPC_CSD_028_001
parameter_name,Snout size
analysis_id,iw38d8zz255z8j7
pvalue,0.2727083
mouse_strain,C57BL
gene_symbol,Bach2
mouse_life_stage,Early adult
gene_accession_id,MGI:894679
