gene_symbol,Wars2
analysis_id,4993r81z3952ah7
pvalue,0.954492
mouse_life_stage,Early adult
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_id,JAXLA_GRS_011_001
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
