parameter_name,Lens Opacity
parameter_id,UCDLA_EYE_017_001
mouse_life_stage,E9.5
gene_accession_id,MGI:1917810
pvalue,0.4193664
mouse_strain,C57BL
gene_symbol,Wars2
analysis_id,k16bxk7r99235vt
