gene_symbol,Wars2
analysis_id,614c92u15advlz9
pvalue,0.2325595
parameter_name,Cleft palate
gene_accession_id,MGI:1917810
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_GEP_076_001
