pvalue,0.05544244
gene_symbol,Ddx27
parameter_id,IMPC_IMM_051_001
mouse_strain,C57BL
parameter_name,Monocytes
analysis_id,07wogq91473885n
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
