gene_symbol,Nipal3
pvalue,0.5980598
mouse_strain,129SV
parameter_name,Cue Baseline % Freezing Time
analysis_id,q53jy35wuhbc148
mouse_life_stage,Early adult
gene_accession_id,MGI:1921802
parameter_id,HRWLLA_FEA_015_001
