gene_symbol,Hspa5
gene_accession_id,MGI:95835
analysis_id,f75946dhq25qakl
pvalue,0.371563
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,MGP_PBI_040_001
parameter_name,Eosinophil number
