gene_symbol,Tiprl
mouse_strain,C57BL
parameter_name,NK Subsets (Q2)
mouse_life_stage,E12.5
pvalue,0.7376527
analysis_id,0641m40y24758j0
parameter_id,IMPC_IMM_055_001
gene_accession_id,MGI:1915087
