parameter_id,IMPC_OFD_018_001
parameter_name,Latency to center entry
mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
pvalue,0.8726034
analysis_id,0871m10le52nsz3
