gene_symbol,Zc2hc1a
mouse_strain,C50BL
pvalue,0.6997527
mouse_life_stage,Early adult
gene_accession_id,MGI:1914556
analysis_id,07dkh1mwc96b4e3
parameter_name,Pale yolk sac
parameter_id,IMPC_GEL_017_002
