parameter_name,Center average speed
mouse_strain,C57BL
parameter_id,JAX_OFD_017_001
gene_accession_id,MGI:1914071
pvalue,0.7885342
analysis_id,j7xb7617ky56ejt
mouse_life_stage,Early adult
gene_symbol,Bcs1l
