gene_symbol,Stk35
mouse_life_stage,Early adult
parameter_name,Prepulse inhibition - PP3
pvalue,0.4193365
mouse_strain,C57BL
analysis_id,qhn467a18917i5x
gene_accession_id,MGI:1914583
parameter_id,ESLIM_011_001_703
