gene_symbol,Sass6
mouse_life_stage,E12.5
pvalue,0.8095798
gene_accession_id,MGI:1920026
parameter_id,IMPC_XRY_021_001
mouse_strain,C57BL
parameter_name,Humerus
analysis_id,t967qj28xi52669
