parameter_name,Periphery average speed
mouse_strain,C57BL
pvalue,0.2017427
parameter_id,IMPC_OFD_013_001
mouse_life_stage,Late adult
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
analysis_id,04110g0124974d3
