parameter_name,Calcium
analysis_id,3813t7mep379m2i
mouse_life_stage,Late adult
gene_symbol,Snap23
parameter_id,HMGULA_CBC_009_001
gene_accession_id,MGI:109356
mouse_strain,C57BL
pvalue,0.8914408
