gene_symbol,Cdin1
mouse_life_stage,Early adult
pvalue,0.5299611
parameter_id,IMPC_CSD_033_001
analysis_id,86qx3q4kh734h64
mouse_strain,C57BL
parameter_name,Gait
gene_accession_id,MGI:3026886
