parameter_id,JAXLA_OFD_020_001
mouse_strain,C3H
gene_accession_id,MGI:95457
analysis_id,938u2sz62ro75l1
parameter_name,Distance travelled - total
pvalue,0.5446821
gene_symbol,Mecom
mouse_life_stage,Early adult
