parameter_id,IMPC_GEP_022_001
mouse_life_stage,Early adult
parameter_name,Embryo Size
gene_symbol,Inpp1
gene_accession_id,MGI:104848
mouse_strain,129SV
analysis_id,qwa6767bmc54xg1
pvalue,0.8616848
