parameter_id,ESLIM_007_001_009
mouse_strain,C57BL
analysis_id,3jy0255lp78tb64
gene_accession_id,MGI:2441730
gene_symbol,Tbl1xr1
parameter_name,Periphery average speed
pvalue,0.6095042
mouse_life_stage,Late adult
