gene_symbol,Nipal3
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_013_001
parameter_name,Alanine aminotransferase
analysis_id,99552413370ir04
mouse_strain,129SV
pvalue,0.9726056
