mouse_strain,C57BL
gene_accession_id,MGI:1336200
gene_symbol,Hpca
parameter_id,IMPC_CBC_006_001
parameter_name,Total protein
pvalue,0.9092265
mouse_life_stage,Early adult
analysis_id,81d87e8m5w6k2hc
