gene_symbol,Bpifa3
mouse_strain,C57BL
gene_accession_id,MGI:1920638
parameter_id,IMPC_IMM_050_001
parameter_name,Neutrophils
pvalue,0.2743201
mouse_life_stage,Early adult
analysis_id,kopbcmr90yi6k0g
