parameter_id,MGP_MLN_063_001
gene_symbol,Ncaph
parameter_name,Total ab T cells - % of CD45+
mouse_life_stage,Early adult
pvalue,0.9155707
gene_accession_id,MGI:2444777
analysis_id,d9nrfe299451nsf
mouse_strain,C57BL
