gene_symbol,Plcb1
parameter_id,MGP_IMM_100_001
parameter_name,Resting NK cells - % of CD45+
pvalue,0.2655426
gene_accession_id,MGI:97613
mouse_life_stage,Late adult
analysis_id,q9wr81azqnczh8b
mouse_strain,C57BL
