parameter_name,Distance travelled - total
gene_accession_id,MGI:1341628
analysis_id,414lshl3ym6q6ne
gene_symbol,Atrn
pvalue,0.3158403
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_020_001
mouse_strain,C57BL
